text,label
vomiting sunken_eyes diarrhoea,Gastroenteritis
vomiting sunken_eyes dehydration,Gastroenteritis
vomiting sunken_eyes dehydration diarrhoea,Gastroenteritis
sunken_eyes dehydration diarrhoea,Gastroenteritis
vomiting dehydration diarrhoea,Gastroenteritis
vomiting sunken_eyes diarrhoea,Gastroenteritis
fatigue cough high_fever breathlessness family_history mucoid_sputum,Bronchial Asthma
cough high_fever breathlessness family_history mucoid_sputum,Bronchial Asthma
fatigue high_fever breathlessness family_history mucoid_sputum,Bronchial Asthma
fatigue cough breathlessness family_history mucoid_sputum,Bronchial Asthma
fatigue cough high_fever family_history mucoid_sputum,Bronchial Asthma
fatigue cough high_fever breathlessness mucoid_sputum,Bronchial Asthma
fatigue cough high_fever breathlessness family_history,Bronchial Asthma
fatigue cough high_fever breathlessness family_history mucoid_sputum,Bronchial Asthma
cough high_fever breathlessness family_history mucoid_sputum,Bronchial Asthma
fatigue high_fever breathlessness family_history mucoid_sputum,Bronchial Asthma
headache chest_pain dizziness loss_of_balance lack_of_concentration,Hypertension
chest_pain dizziness loss_of_balance lack_of_concentration,Hypertension
headache dizziness loss_of_balance lack_of_concentration,Hypertension
headache chest_pain loss_of_balance lack_of_concentration,Hypertension
headache chest_pain dizziness lack_of_concentration,Hypertension
headache chest_pain dizziness loss_of_balance,Hypertension
headache chest_pain dizziness loss_of_balance lack_of_concentration,Hypertension
chest_pain dizziness loss_of_balance lack_of_concentration,Hypertension
headache dizziness loss_of_balance lack_of_concentration,Hypertension
headache chest_pain loss_of_balance lack_of_concentration,Hypertension
acidity indigestion headache blurred_and_distorted_vision excessive_hunger stiff_neck depression irritability visual_disturbances,Migraine
indigestion headache blurred_and_distorted_vision excessive_hunger stiff_neck depression irritability visual_disturbances,Migraine
acidity headache blurred_and_distorted_vision excessive_hunger stiff_neck depression irritability visual_disturbances,Migraine
acidity indigestion blurred_and_distorted_vision excessive_hunger stiff_neck depression irritability visual_disturbances,Migraine
acidity indigestion headache excessive_hunger stiff_neck depression irritability visual_disturbances,Migraine
acidity indigestion headache blurred_and_distorted_vision stiff_neck depression irritability visual_disturbances,Migraine
acidity indigestion headache blurred_and_distorted_vision excessive_hunger depression irritability visual_disturbances,Migraine
acidity indigestion headache blurred_and_distorted_vision excessive_hunger stiff_neck irritability visual_disturbances,Migraine
acidity indigestion headache blurred_and_distorted_vision excessive_hunger stiff_neck depression visual_disturbances,Migraine
acidity indigestion headache blurred_and_distorted_vision excessive_hunger stiff_neck depression irritability,Migraine
back_pain weakness_in_limbs neck_pain dizziness loss_of_balance,Cervical Spondylosis
back_pain weakness_in_limbs neck_pain dizziness loss_of_balance,Cervical Spondylosis
weakness_in_limbs neck_pain dizziness loss_of_balance,Cervical Spondylosis
back_pain neck_pain dizziness loss_of_balance,Cervical Spondylosis
back_pain weakness_in_limbs dizziness loss_of_balance,Cervical Spondylosis
back_pain weakness_in_limbs neck_pain loss_of_balance,Cervical Spondylosis
back_pain weakness_in_limbs neck_pain dizziness,Cervical Spondylosis
back_pain weakness_in_limbs neck_pain dizziness loss_of_balance,Cervical Spondylosis
weakness_in_limbs neck_pain dizziness loss_of_balance,Cervical Spondylosis
back_pain neck_pain dizziness loss_of_balance,Cervical Spondylosis
vomiting headache weakness_of_one_body_side altered_sensorium,Paralysis (Brain Hemorrhage)
vomiting headache weakness_of_one_body_side altered_sensorium,Paralysis (Brain Hemorrhage)
headache weakness_of_one_body_side altered_sensorium,Paralysis (Brain Hemorrhage)
vomiting weakness_of_one_body_side altered_sensorium,Paralysis (Brain Hemorrhage)
vomiting headache altered_sensorium,Paralysis (Brain Hemorrhage)
vomiting headache weakness_of_one_body_side,Paralysis (Brain Hemorrhage)
vomiting headache weakness_of_one_body_side altered_sensorium,Paralysis (Brain Hemorrhage)
headache weakness_of_one_body_side altered_sensorium,Paralysis (Brain Hemorrhage)
vomiting weakness_of_one_body_side altered_sensorium,Paralysis (Brain Hemorrhage)
vomiting headache altered_sensorium,Paralysis (Brain Hemorrhage)
itching vomiting fatigue weight_loss high_fever yellowish_skin dark_urine abdominal_pain,Jaundice
itching vomiting fatigue weight_loss high_fever yellowish_skin dark_urine abdominal_pain,Jaundice
vomiting fatigue weight_loss high_fever yellowish_skin dark_urine abdominal_pain,Jaundice
itching fatigue weight_loss high_fever yellowish_skin dark_urine abdominal_pain,Jaundice
itching vomiting weight_loss high_fever yellowish_skin dark_urine abdominal_pain,Jaundice
itching vomiting fatigue high_fever yellowish_skin dark_urine abdominal_pain,Jaundice
itching vomiting fatigue weight_loss yellowish_skin dark_urine abdominal_pain,Jaundice
itching vomiting fatigue weight_loss high_fever dark_urine abdominal_pain,Jaundice
itching vomiting fatigue weight_loss high_fever yellowish_skin abdominal_pain,Jaundice
itching vomiting fatigue weight_loss high_fever yellowish_skin dark_urine,Jaundice
chills vomiting high_fever sweating headache nausea muscle_pain,Malaria
chills vomiting high_fever sweating headache nausea diarrhoea muscle_pain,Malaria
chills vomiting high_fever sweating headache nausea diarrhoea muscle_pain,Malaria
vomiting high_fever sweating headache nausea diarrhoea muscle_pain,Malaria
chills high_fever sweating headache nausea diarrhoea muscle_pain,Malaria
chills vomiting sweating headache nausea diarrhoea muscle_pain,Malaria
chills vomiting high_fever headache nausea diarrhoea muscle_pain,Malaria
chills vomiting high_fever sweating nausea diarrhoea muscle_pain,Malaria
chills vomiting high_fever sweating headache diarrhoea muscle_pain,Malaria
chills vomiting high_fever sweating headache nausea muscle_pain,Malaria
itching skin_rash fatigue lethargy high_fever headache loss_of_appetite mild_fever swelled_lymph_nodes malaise red_spots_over_body,Chickenpox
skin_rash fatigue lethargy high_fever headache loss_of_appetite mild_fever swelled_lymph_nodes malaise red_spots_over_body,Chickenpox
itching fatigue lethargy high_fever headache loss_of_appetite mild_fever swelled_lymph_nodes malaise red_spots_over_body,Chickenpox
itching skin_rash lethargy high_fever headache loss_of_appetite mild_fever swelled_lymph_nodes malaise red_spots_over_body,Chickenpox
itching skin_rash fatigue high_fever headache loss_of_appetite mild_fever swelled_lymph_nodes malaise red_spots_over_body,Chickenpox
itching skin_rash fatigue lethargy headache loss_of_appetite mild_fever swelled_lymph_nodes malaise red_spots_over_body,Chickenpox
itching skin_rash fatigue lethargy high_fever loss_of_appetite mild_fever swelled_lymph_nodes malaise red_spots_over_body,Chickenpox
itching skin_rash fatigue lethargy high_fever headache mild_fever swelled_lymph_nodes malaise red_spots_over_body,Chickenpox
itching skin_rash fatigue lethargy high_fever headache loss_of_appetite swelled_lymph_nodes malaise red_spots_over_body,Chickenpox
itching skin_rash fatigue lethargy high_fever headache loss_of_appetite mild_fever malaise red_spots_over_body,Chickenpox
skin_rash chills joint_pain vomiting fatigue high_fever headache nausea loss_of_appetite pain_behind_the_eyes back_pain muscle_pain red_spots_over_body,Dengue
skin_rash chills joint_pain vomiting fatigue high_fever headache nausea loss_of_appetite pain_behind_the_eyes back_pain malaise red_spots_over_body,Dengue
skin_rash chills joint_pain vomiting fatigue high_fever headache nausea loss_of_appetite pain_behind_the_eyes back_pain malaise muscle_pain,Dengue
skin_rash chills joint_pain vomiting fatigue high_fever headache nausea loss_of_appetite pain_behind_the_eyes back_pain malaise muscle_pain red_spots_over_body,Dengue
chills joint_pain vomiting fatigue high_fever headache nausea loss_of_appetite pain_behind_the_eyes back_pain malaise muscle_pain red_spots_over_body,Dengue
skin_rash joint_pain vomiting fatigue high_fever headache nausea loss_of_appetite pain_behind_the_eyes back_pain malaise muscle_pain red_spots_over_body,Dengue
skin_rash chills vomiting fatigue high_fever headache nausea loss_of_appetite pain_behind_the_eyes back_pain malaise muscle_pain red_spots_over_body,Dengue
skin_rash chills joint_pain fatigue high_fever headache nausea loss_of_appetite pain_behind_the_eyes back_pain malaise muscle_pain red_spots_over_body,Dengue
skin_rash chills joint_pain vomiting high_fever headache nausea loss_of_appetite pain_behind_the_eyes back_pain malaise muscle_pain red_spots_over_body,Dengue
skin_rash chills joint_pain vomiting fatigue headache nausea loss_of_appetite pain_behind_the_eyes back_pain malaise muscle_pain red_spots_over_body,Dengue
chills vomiting fatigue high_fever nausea constipation abdominal_pain diarrhoea toxic_look_(typhos) belly_pain,Typhoid
chills vomiting fatigue high_fever headache constipation abdominal_pain diarrhoea toxic_look_(typhos) belly_pain,Typhoid
chills vomiting fatigue high_fever headache nausea abdominal_pain diarrhoea toxic_look_(typhos) belly_pain,Typhoid
chills vomiting fatigue high_fever headache nausea constipation diarrhoea toxic_look_(typhos) belly_pain,Typhoid
chills vomiting fatigue high_fever headache nausea constipation abdominal_pain toxic_look_(typhos) belly_pain,Typhoid
chills vomiting fatigue high_fever headache nausea constipation abdominal_pain diarrhoea belly_pain,Typhoid
chills vomiting fatigue high_fever headache nausea constipation abdominal_pain diarrhoea toxic_look_(typhos),Typhoid
chills vomiting fatigue high_fever headache nausea constipation abdominal_pain diarrhoea toxic_look_(typhos) belly_pain,Typhoid
